Date	Data	Err-	Err+
1951-08-01	0.1107	0.1005	0.1005
1951-09-01	0.1212	0.0761	0.0761
1951-10-01	0.1161	0.0652	0.0652
1951-11-01	-0.0822	0.0532	0.0532
1951-12-01	0.0661	0.0515	0.0515
1952-01-01	0.0889	0.0525	0.0525
1952-02-01	0.0620	0.0498	0.0498
1952-03-01	-0.1676	0.0484	0.0484
1952-04-01	0.0386	0.0701	0.0701
1952-05-01	0.0168	0.0916	0.0916
1952-06-01	0.0153	0.0934	0.0934
1952-07-01	0.0841	0.0843	0.0843
1952-08-01	0.0941	0.1044	0.1044
1952-09-01	0.0903	0.0803	0.0803
1952-10-01	-0.0217	0.0670	0.0670
1952-11-01	-0.1298	0.0537	0.0537
1952-12-01	-0.0413	0.0509	0.0509
1953-01-01	-0.0095	0.0532	0.0532
1953-02-01	0.0927	0.0494	0.0494
1953-03-01	0.0101	0.0498	0.0498
1953-04-01	0.2246	0.0728	0.0728
1953-05-01	0.1486	0.0877	0.0877
1953-06-01	0.1406	0.0922	0.0922
1953-07-01	0.0429	0.0819	0.0819
1953-08-01	0.0878	0.1032	0.1032
1953-09-01	0.0871	0.0783	0.0783
1953-10-01	0.0842	0.0677	0.0677
1953-11-01	-0.0065	0.0565	0.0565
1953-12-01	0.0212	0.0530	0.0530
1954-01-01	-0.2438	0.0473	0.0473
1954-02-01	-0.0905	0.0449	0.0449
1954-03-01	-0.1827	0.0457	0.0457
1954-04-01	-0.1163	0.0631	0.0631
1954-05-01	-0.1710	0.0827	0.0827
1954-06-01	-0.1318	0.0850	0.0850
1954-07-01	-0.1975	0.0768	0.0768
1954-08-01	-0.1017	0.0897	0.0897
1954-09-01	-0.1146	0.0737	0.0737
1954-10-01	-0.0125	0.0602	0.0602
1954-11-01	0.1170	0.0490	0.0490
1954-12-01	-0.1650	0.0491	0.0491
1955-01-01	0.1074	0.0479	0.0479
1955-02-01	-0.1931	0.0428	0.0428
1955-03-01	-0.3986	0.0451	0.0451
1955-04-01	-0.2308	0.0663	0.0663
1955-05-01	-0.2381	0.0823	0.0823
1955-06-01	-0.1791	0.0840	0.0840
1955-07-01	-0.2096	0.0776	0.0776
1955-08-01	-0.0896	0.0947	0.0947
1955-09-01	-0.1439	0.0670	0.0670
1955-10-01	-0.1159	0.0588	0.0588
1955-11-01	-0.3252	0.0505	0.0505
1955-12-01	-0.3677	0.0454	0.0454
1956-01-01	-0.2387	0.0411	0.0411
1956-02-01	-0.2878	0.0398	0.0398
1956-03-01	-0.3621	0.0419	0.0419
1956-04-01	-0.3088	0.0505	0.0505
1956-05-01	-0.3358	0.0577	0.0577
1956-06-01	-0.2291	0.0564	0.0564
1956-07-01	-0.2101	0.0573	0.0573
1956-08-01	-0.2909	0.0697	0.0697
1956-09-01	-0.2742	0.0580	0.0580
1956-10-01	-0.2644	0.0470	0.0470
1956-11-01	-0.2197	0.0404	0.0404
1956-12-01	-0.1580	0.0402	0.0402
1957-01-01	-0.2187	0.0380	0.0380
1957-02-01	-0.1591	0.0387	0.0387
1957-03-01	-0.1985	0.0371	0.0371
1957-04-01	-0.0405	0.0414	0.0414
1957-05-01	0.0336	0.0428	0.0428
1957-06-01	0.0650	0.0473	0.0473
1957-07-01	-0.0617	0.0510	0.0510
1957-08-01	0.0724	0.0488	0.0488
1957-09-01	0.0406	0.0449	0.0449
1957-10-01	-0.0002	0.0399	0.0399
1957-11-01	-0.0043	0.0419	0.0419
1957-12-01	0.0524	0.0369	0.0369
1958-01-01	0.2579	0.0337	0.0337
1958-02-01	0.0913	0.0357	0.0357
1958-03-01	0.0061	0.0350	0.0350
1958-04-01	-0.0680	0.0369	0.0369
1958-05-01	0.0165	0.0420	0.0420
1958-06-01	-0.1536	0.0450	0.0450
1958-07-01	-0.0184	0.0504	0.0504
1958-08-01	-0.0817	0.0485	0.0485
1958-09-01	-0.1117	0.0448	0.0448
1958-10-01	-0.0168	0.0443	0.0443
1958-11-01	-0.0373	0.0360	0.0360
1958-12-01	-0.0819	0.0361	0.0361
1959-01-01	0.0153	0.0351	0.0351
1959-02-01	-0.0074	0.0362	0.0362
1959-03-01	0.0181	0.0385	0.0385
1959-04-01	0.0286	0.0394	0.0394
1959-05-01	-0.0388	0.0442	0.0442
1959-06-01	-0.0009	0.0485	0.0485
1959-07-01	-0.0400	0.0502	0.0502
1959-08-01	-0.0384	0.0443	0.0443
1959-09-01	-0.1399	0.0443	0.0443
1959-10-01	-0.0704	0.0411	0.0411
1959-11-01	-0.1830	0.0382	0.0382
1959-12-01	-0.1016	0.0335	0.0335
1960-01-01	-0.1128	0.0305	0.0305
1960-02-01	0.0239	0.0291	0.0291
1960-03-01	-0.4440	0.0306	0.0306
1960-04-01	-0.2611	0.0353	0.0353
1960-05-01	-0.1765	0.0387	0.0387
1960-06-01	-0.1237	0.0430	0.0430
1960-07-01	-0.1108	0.0451	0.0451
1960-08-01	-0.0014	0.0435	0.0435
1960-09-01	0.0048	0.0405	0.0405
1960-10-01	-0.0290	0.0388	0.0388
1960-11-01	-0.2135	0.0320	0.0320
1960-12-01	0.0836	0.0293	0.0293
1961-01-01	-0.0464	0.0278	0.0278
1961-02-01	0.0967	0.0272	0.0272
1961-03-01	-0.0552	0.0289	0.0289
1961-04-01	0.0664	0.0337	0.0337
1961-05-01	0.0737	0.0370	0.0370
1961-06-01	0.0920	0.0411	0.0411
1961-07-01	-0.0326	0.0432	0.0432
1961-08-01	-0.0084	0.0379	0.0379
1961-09-01	-0.0250	0.0388	0.0388
1961-10-01	-0.0599	0.0301	0.0301
1961-11-01	-0.0265	0.0280	0.0280
1961-12-01	-0.2476	0.0278	0.0278
1962-01-01	-0.0515	0.0281	0.0281
1962-02-01	0.0194	0.0276	0.0276
1962-03-01	0.0244	0.0274	0.0274
1962-04-01	-0.0171	0.0357	0.0357
1962-05-01	-0.1746	0.0388	0.0388
1962-06-01	-0.0512	0.0433	0.0433
1962-07-01	-0.1058	0.0481	0.0481
1962-08-01	-0.1062	0.0427	0.0427
1962-09-01	-0.0698	0.0373	0.0373
1962-10-01	-0.0357	0.0372	0.0372
1962-11-01	-0.0157	0.0305	0.0305
1962-12-01	-0.1223	0.0307	0.0307
1963-01-01	-0.1138	0.0259	0.0259
1963-02-01	0.0445	0.0269	0.0269
1963-03-01	-0.3368	0.0288	0.0288
1963-04-01	-0.1746	0.0320	0.0320
1963-05-01	-0.1422	0.0371	0.0371
1963-06-01	-0.0625	0.0410	0.0410
1963-07-01	0.0654	0.0456	0.0456
1963-08-01	0.1517	0.0434	0.0434
1963-09-01	0.1274	0.0401	0.0401
1963-10-01	0.0697	0.0360	0.0360
1963-11-01	0.0510	0.0324	0.0324
1963-12-01	-0.0566	0.0285	0.0285
1964-01-01	-0.1866	0.0271	0.0271
1964-02-01	-0.2197	0.0257	0.0257
1964-03-01	-0.3794	0.0277	0.0277
1964-04-01	-0.4378	0.0312	0.0312
1964-05-01	-0.3700	0.0338	0.0338
1964-06-01	-0.1658	0.0354	0.0354
1964-07-01	-0.1972	0.0373	0.0373
1964-08-01	-0.2961	0.0369	0.0369
1964-09-01	-0.4002	0.0330	0.0330
1964-10-01	-0.3088	0.0323	0.0323
1964-11-01	-0.2947	0.0282	0.0282
1964-12-01	-0.3692	0.0253	0.0253
1965-01-01	-0.1592	0.0273	0.0273
1965-02-01	-0.2624	0.0286	0.0286
1965-03-01	-0.2567	0.0280	0.0280
1965-04-01	-0.2979	0.0311	0.0311
1965-05-01	-0.1880	0.0355	0.0355
1965-06-01	-0.2048	0.0391	0.0391
1965-07-01	-0.2649	0.0414	0.0414
1965-08-01	-0.1591	0.0378	0.0378
1965-09-01	-0.2443	0.0377	0.0377
1965-10-01	-0.1037	0.0337	0.0337
1965-11-01	-0.1427	0.0303	0.0303
1965-12-01	-0.1438	0.0290	0.0290
1966-01-01	-0.2809	0.0262	0.0262
1966-02-01	-0.1621	0.0272	0.0272
1966-03-01	-0.1698	0.0275	0.0275
1966-04-01	-0.1690	0.0302	0.0302
1966-05-01	-0.2147	0.0319	0.0319
1966-06-01	-0.1013	0.0387	0.0387
1966-07-01	0.0055	0.0428	0.0428
1966-08-01	-0.0965	0.0424	0.0424
1966-09-01	-0.0823	0.0369	0.0369
1966-10-01	-0.2314	0.0311	0.0311
1966-11-01	-0.1042	0.0275	0.0275
1966-12-01	-0.1376	0.0282	0.0282
1967-01-01	-0.2173	0.0248	0.0248
1967-02-01	-0.3252	0.0271	0.0271
1967-03-01	-0.0941	0.0255	0.0255
1967-04-01	-0.1316	0.0294	0.0294
1967-05-01	0.0614	0.0309	0.0309
1967-06-01	-0.1081	0.0374	0.0374
1967-07-01	-0.0667	0.0409	0.0409
1967-08-01	-0.0976	0.0367	0.0367
1967-09-01	-0.1220	0.0362	0.0362
1967-10-01	-0.0173	0.0336	0.0336
1967-11-01	-0.1187	0.0255	0.0255
1967-12-01	-0.1513	0.0231	0.0231
1968-01-01	-0.3182	0.0235	0.0235
1968-02-01	-0.2614	0.0265	0.0265
1968-03-01	0.0014	0.0247	0.0247
1968-04-01	-0.1766	0.0267	0.0267
1968-05-01	-0.2218	0.0309	0.0309
1968-06-01	-0.1484	0.0376	0.0376
1968-07-01	-0.1919	0.0398	0.0398
1968-08-01	-0.1243	0.0403	0.0403
1968-09-01	-0.2212	0.0362	0.0362
1968-10-01	0.0124	0.0350	0.0350
1968-11-01	-0.1306	0.0275	0.0275
1968-12-01	-0.1869	0.0260	0.0260
1969-01-01	-0.1583	0.0225	0.0225
1969-02-01	-0.1929	0.0233	0.0233
1969-03-01	-0.1294	0.0245	0.0245
1969-04-01	0.0513	0.0243	0.0243
1969-05-01	0.0667	0.0285	0.0285
1969-06-01	0.0095	0.0342	0.0342
1969-07-01	-0.1044	0.0335	0.0335
1969-08-01	-0.0677	0.0364	0.0364
1969-09-01	-0.0087	0.0297	0.0297
1969-10-01	0.0037	0.0310	0.0310
1969-11-01	0.0257	0.0256	0.0256
1969-12-01	0.1709	0.0226	0.0226
1970-01-01	0.0149	0.0191	0.0191
1970-02-01	0.0642	0.0224	0.0224
1970-03-01	-0.0887	0.0206	0.0206
1970-04-01	-0.0778	0.0228	0.0228
1970-05-01	-0.1406	0.0270	0.0270
1970-06-01	-0.1364	0.0330	0.0330
1970-07-01	-0.1096	0.0377	0.0377
1970-08-01	-0.1971	0.0380	0.0380
1970-09-01	-0.0290	0.0337	0.0337
1970-10-01	-0.0590	0.0336	0.0336
1970-11-01	-0.0587	0.0246	0.0246
1970-12-01	-0.1904	0.0213	0.0213
1971-01-01	-0.1412	0.0205	0.0205
1971-02-01	-0.2719	0.0216	0.0216
1971-03-01	-0.3368	0.0233	0.0233
1971-04-01	-0.2318	0.0249	0.0249
1971-05-01	-0.1959	0.0342	0.0342
1971-06-01	-0.2580	0.0334	0.0334
1971-07-01	-0.1822	0.0356	0.0356
1971-08-01	-0.1789	0.0390	0.0390
1971-09-01	-0.1223	0.0371	0.0371
1971-10-01	-0.1538	0.0255	0.0255
1971-11-01	-0.1491	0.0244	0.0244
1971-12-01	-0.2270	0.0207	0.0207
1972-01-01	-0.3753	0.0198	0.0198
1972-02-01	-0.2761	0.0207	0.0207
1972-03-01	-0.1395	0.0216	0.0216
1972-04-01	-0.1251	0.0244	0.0244
1972-05-01	-0.0792	0.0330	0.0330
1972-06-01	-0.0297	0.0343	0.0343
1972-07-01	-0.0889	0.0380	0.0380
1972-08-01	0.0667	0.0400	0.0400
1972-09-01	-0.0489	0.0335	0.0335
1972-10-01	-0.0521	0.0270	0.0270
1972-11-01	-0.0477	0.0237	0.0237
1972-12-01	0.1138	0.0211	0.0211
1973-01-01	0.1038	0.0220	0.0220
1973-02-01	0.1618	0.0201	0.0201
1973-03-01	0.1189	0.0237	0.0237
1973-04-01	0.1958	0.0254	0.0254
1973-05-01	0.1107	0.0329	0.0329
1973-06-01	0.1066	0.0303	0.0303
1973-07-01	0.0204	0.0334	0.0334
1973-08-01	-0.0214	0.0369	0.0369
1973-09-01	-0.0320	0.0373	0.0373
1973-10-01	0.0149	0.0298	0.0298
1973-11-01	-0.0230	0.0234	0.0234
1973-12-01	-0.1269	0.0207	0.0207
1974-01-01	-0.2813	0.0201	0.0201
1974-02-01	-0.4434	0.0220	0.0220
1974-03-01	-0.2362	0.0215	0.0215
1974-04-01	-0.1978	0.0247	0.0247
1974-05-01	-0.1276	0.0309	0.0309
1974-06-01	-0.1124	0.0347	0.0347
1974-07-01	-0.1316	0.0360	0.0360
1974-08-01	0.0274	0.0392	0.0392
1974-09-01	-0.0872	0.0378	0.0378
1974-10-01	-0.1078	0.0306	0.0306
1974-11-01	-0.1192	0.0256	0.0256
1974-12-01	-0.2071	0.0195	0.0195
1975-01-01	-0.0904	0.0204	0.0204
1975-02-01	-0.0182	0.0204	0.0204
1975-03-01	-0.0055	0.0218	0.0218
1975-04-01	-0.0451	0.0227	0.0227
1975-05-01	0.0571	0.0300	0.0300
1975-06-01	-0.0558	0.0352	0.0352
1975-07-01	-0.1001	0.0400	0.0400
1975-08-01	-0.2282	0.0374	0.0374
1975-09-01	-0.1354	0.0355	0.0355
1975-10-01	-0.1476	0.0340	0.0340
1975-11-01	-0.2572	0.0242	0.0242
1975-12-01	-0.2454	0.0216	0.0216
1976-01-01	-0.1646	0.0228	0.0228
1976-02-01	-0.2257	0.0235	0.0235
1976-03-01	-0.3324	0.0238	0.0238
1976-04-01	-0.1799	0.0269	0.0269
1976-05-01	-0.3549	0.0318	0.0318
1976-06-01	-0.2311	0.0352	0.0352
1976-07-01	-0.1683	0.0413	0.0413
1976-08-01	-0.2377	0.0401	0.0401
1976-09-01	-0.1484	0.0362	0.0362
1976-10-01	-0.3297	0.0325	0.0325
1976-11-01	-0.1315	0.0273	0.0273
1976-12-01	-0.0253	0.0257	0.0257
1977-01-01	0.1554	0.0228	0.0228
1977-02-01	0.1089	0.0243	0.0243
1977-03-01	0.0797	0.0259	0.0259
1977-04-01	0.1356	0.0261	0.0261
1977-05-01	0.2281	0.0319	0.0319
1977-06-01	0.2104	0.0341	0.0341
1977-07-01	0.1431	0.0400	0.0400
1977-08-01	0.1327	0.0394	0.0394
1977-09-01	-0.0006	0.0378	0.0378
1977-10-01	-0.0150	0.0343	0.0343
1977-11-01	0.1219	0.0259	0.0259
1977-12-01	-0.0390	0.0243	0.0243
1978-01-01	0.0372	0.0211	0.0211
1978-02-01	0.0747	0.0222	0.0222
1978-03-01	0.0597	0.0232	0.0232
1978-04-01	0.0531	0.0270	0.0270
1978-05-01	0.0144	0.0319	0.0319
1978-06-01	-0.0535	0.0350	0.0350
1978-07-01	0.0153	0.0366	0.0366
1978-08-01	-0.2170	0.0389	0.0389
1978-09-01	0.0367	0.0387	0.0387
1978-10-01	-0.0596	0.0339	0.0339
1978-11-01	0.0937	0.0263	0.0263
1978-12-01	0.0113	0.0215	0.0215
1979-01-01	0.0481	0.0187	0.0187
1979-02-01	-0.1812	0.0185	0.0185
1979-03-01	0.0631	0.0181	0.0181
1979-04-01	0.0737	0.0198	0.0198
1979-05-01	-0.0258	0.0227	0.0227
1979-06-01	0.0462	0.0229	0.0229
1979-07-01	0.0163	0.0250	0.0250
1979-08-01	0.1137	0.0318	0.0318
1979-09-01	0.1708	0.0300	0.0300
1979-10-01	0.1428	0.0242	0.0242
1979-11-01	0.2051	0.0209	0.0209
1979-12-01	0.3844	0.0170	0.0170
1980-01-01	0.2486	0.0188	0.0188
1980-02-01	0.3547	0.0186	0.0186
1980-03-01	0.2100	0.0188	0.0188
1980-04-01	0.2305	0.0206	0.0206
1980-05-01	0.2424	0.0226	0.0226
1980-06-01	0.1261	0.0252	0.0252
1980-07-01	0.2021	0.0253	0.0253
1980-08-01	0.1613	0.0290	0.0290
1980-09-01	0.1219	0.0314	0.0314
1980-10-01	0.0906	0.0263	0.0263
1980-11-01	0.2034	0.0240	0.0240
1980-12-01	0.1066	0.0200	0.0200
1981-01-01	0.4420	0.0232	0.0232
1981-02-01	0.3366	0.0171	0.0171
1981-03-01	0.3259	0.0195	0.0195
1981-04-01	0.1935	0.0219	0.0219
1981-05-01	0.1425	0.0225	0.0225
1981-06-01	0.2405	0.0270	0.0270
1981-07-01	0.2661	0.0317	0.0317
1981-08-01	0.3067	0.0308	0.0308
1981-09-01	0.1368	0.0289	0.0289
1981-10-01	0.0515	0.0251	0.0251
1981-11-01	0.1592	0.0216	0.0216
1981-12-01	0.3624	0.0222	0.0222
1982-01-01	-0.0335	0.0251	0.0251
1982-02-01	0.0625	0.0226	0.0226
1982-03-01	-0.1403	0.0241	0.0241
1982-04-01	0.0195	0.0247	0.0247
1982-05-01	0.0871	0.0299	0.0299
1982-06-01	-0.0038	0.0325	0.0325
1982-07-01	0.0735	0.0352	0.0352
1982-08-01	-0.0481	0.0372	0.0372
1982-09-01	0.0120	0.0339	0.0339
1982-10-01	0.0387	0.0306	0.0306
1982-11-01	0.0274	0.0247	0.0247
1982-12-01	0.2765	0.0237	0.0237
1983-01-01	0.3576	0.0209	0.0209
1983-02-01	0.3326	0.0232	0.0232
1983-03-01	0.2453	0.0212	0.0212
1983-04-01	0.1735	0.0238	0.0238
1983-05-01	0.2194	0.0276	0.0276
1983-06-01	0.1631	0.0299	0.0299
1983-07-01	0.1102	0.0306	0.0306
1983-08-01	0.2801	0.0332	0.0332
1983-09-01	0.3230	0.0289	0.0289
1983-10-01	0.1115	0.0274	0.0274
1983-11-01	0.2418	0.0251	0.0251
1983-12-01	0.0920	0.0225	0.0225
1984-01-01	0.1521	0.0218	0.0218
1984-02-01	0.0236	0.0214	0.0214
1984-03-01	0.1444	0.0236	0.0236
1984-04-01	0.0094	0.0221	0.0221
1984-05-01	0.2124	0.0257	0.0257
1984-06-01	-0.0392	0.0301	0.0301
1984-07-01	0.0212	0.0306	0.0306
1984-08-01	0.0912	0.0321	0.0321
1984-09-01	0.1235	0.0298	0.0298
1984-10-01	0.0365	0.0265	0.0265
1984-11-01	-0.0607	0.0222	0.0222
1984-12-01	-0.1620	0.0213	0.0213
1985-01-01	0.1122	0.0219	0.0219
1985-02-01	-0.1042	0.0221	0.0221
1985-03-01	0.0381	0.0229	0.0229
1985-04-01	-0.0010	0.0234	0.0234
1985-05-01	0.0621	0.0240	0.0240
1985-06-01	0.1182	0.0248	0.0248
1985-07-01	-0.0265	0.0260	0.0260
1985-08-01	0.1386	0.0302	0.0302
1985-09-01	0.1149	0.0269	0.0269
1985-10-01	0.0347	0.0251	0.0251
1985-11-01	0.0125	0.0233	0.0233
1985-12-01	0.0522	0.0196	0.0196
1986-01-01	0.1133	0.0220	0.0220
1986-02-01	0.3030	0.0210	0.0210
1986-03-01	0.1312	0.0211	0.0211
1986-04-01	0.1268	0.0201	0.0201
1986-05-01	0.1379	0.0214	0.0214
1986-06-01	0.0373	0.0252	0.0252
1986-07-01	0.0381	0.0283	0.0283
1986-08-01	0.0875	0.0294	0.0294
1986-09-01	0.0207	0.0271	0.0271
1986-10-01	0.0498	0.0243	0.0243
1986-11-01	0.0364	0.0215	0.0215
1986-12-01	0.0258	0.0223	0.0223
1987-01-01	0.2129	0.0206	0.0206
1987-02-01	0.3132	0.0207	0.0207
1987-03-01	0.0985	0.0206	0.0206
1987-04-01	0.1848	0.0223	0.0223
1987-05-01	0.1618	0.0235	0.0235
1987-06-01	0.2604	0.0254	0.0254
1987-07-01	0.3428	0.0240	0.0240
1987-08-01	0.2076	0.0280	0.0280
1987-09-01	0.2595	0.0251	0.0251
1987-10-01	0.2671	0.0236	0.0236
1987-11-01	0.1834	0.0218	0.0218
1987-12-01	0.3664	0.0187	0.0187
1988-01-01	0.4530	0.0203	0.0203
1988-02-01	0.3269	0.0218	0.0218
1988-03-01	0.3805	0.0211	0.0211
1988-04-01	0.3216	0.0232	0.0232
1988-05-01	0.3142	0.0266	0.0266
1988-06-01	0.3294	0.0274	0.0274
1988-07-01	0.2518	0.0274	0.0274
1988-08-01	0.2541	0.0318	0.0318
1988-09-01	0.2531	0.0307	0.0307
1988-10-01	0.2518	0.0258	0.0258
1988-11-01	0.0239	0.0248	0.0248
1988-12-01	0.1712	0.0227	0.0227
1989-01-01	-0.0310	0.0227	0.0227
1989-02-01	0.2337	0.0207	0.0207
1989-03-01	0.1814	0.0215	0.0215
1989-04-01	0.1448	0.0239	0.0239
1989-05-01	0.0338	0.0262	0.0262
1989-06-01	0.0927	0.0271	0.0271
1989-07-01	0.2586	0.0302	0.0302
1989-08-01	0.2504	0.0333	0.0333
1989-09-01	0.2928	0.0334	0.0334
1989-10-01	0.2545	0.0287	0.0287
1989-11-01	0.1086	0.0266	0.0266
1989-12-01	0.2785	0.0245	0.0245
1990-01-01	0.2800	0.0243	0.0243
1990-02-01	0.2734	0.0235	0.0235
1990-03-01	0.6284	0.0235	0.0235
1990-04-01	0.4896	0.0234	0.0234
1990-05-01	0.4007	0.0249	0.0249
1990-06-01	0.3107	0.0257	0.0257
1990-07-01	0.3742	0.0292	0.0292
1990-08-01	0.2744	0.0335	0.0335
1990-09-01	0.2134	0.0290	0.0290
1990-10-01	0.3798	0.0287	0.0287
1990-11-01	0.3525	0.0249	0.0249
1990-12-01	0.2834	0.0213	0.0213
1991-01-01	0.2966	0.0221	0.0221
1991-02-01	0.3997	0.0236	0.0236
1991-03-01	0.2408	0.0226	0.0226
1991-04-01	0.4324	0.0259	0.0259
1991-05-01	0.3078	0.0236	0.0236
1991-06-01	0.4286	0.0256	0.0256
1991-07-01	0.4633	0.0272	0.0272
1991-08-01	0.3615	0.0315	0.0315
1991-09-01	0.3473	0.0293	0.0293
1991-10-01	0.2451	0.0267	0.0267
1991-11-01	0.2492	0.0239	0.0239
1991-12-01	0.2333	0.0227	0.0227
1992-01-01	0.3567	0.0200	0.0200
1992-02-01	0.3431	0.0216	0.0216
1992-03-01	0.3052	0.0226	0.0226
1992-04-01	0.1556	0.0232	0.0232
1992-05-01	0.1640	0.0251	0.0251
1992-06-01	0.1522	0.0290	0.0290
1992-07-01	0.0030	0.0314	0.0314
1992-08-01	0.0349	0.0390	0.0390
1992-09-01	-0.0957	0.0353	0.0353
1992-10-01	-0.0288	0.0270	0.0270
1992-11-01	-0.0403	0.0252	0.0252
1992-12-01	0.0903	0.0219	0.0219
1993-01-01	0.2570	0.0207	0.0207
1993-02-01	0.2742	0.0227	0.0227
1993-03-01	0.2330	0.0246	0.0246
1993-04-01	0.1914	0.0255	0.0255
1993-05-01	0.1912	0.0315	0.0315
1993-06-01	0.1608	0.0323	0.0323
1993-07-01	0.1557	0.0330	0.0330
1993-08-01	0.0783	0.0362	0.0362
1993-09-01	0.0408	0.0367	0.0367
1993-10-01	0.1476	0.0304	0.0304
1993-11-01	0.0604	0.0266	0.0266
1993-12-01	0.1427	0.0245	0.0245
1994-01-01	0.1922	0.0234	0.0234
1994-02-01	0.0024	0.0255	0.0255
1994-03-01	0.2336	0.0228	0.0228
1994-04-01	0.2460	0.0271	0.0271
1994-05-01	0.1984	0.0296	0.0296
1994-06-01	0.3120	0.0312	0.0312
1994-07-01	0.1774	0.0316	0.0316
1994-08-01	0.1679	0.0339	0.0339
1994-09-01	0.2651	0.0289	0.0289
1994-10-01	0.3418	0.0234	0.0234
1994-11-01	0.3497	0.0230	0.0230
1994-12-01	0.2429	0.0220	0.0220
1995-01-01	0.4111	0.0224	0.0224
1995-02-01	0.6332	0.0224	0.0224
1995-03-01	0.3509	0.0221	0.0221
1995-04-01	0.4159	0.0227	0.0227
1995-05-01	0.2585	0.0250	0.0250
1995-06-01	0.3748	0.0265	0.0265
1995-07-01	0.4374	0.0289	0.0289
1995-08-01	0.3868	0.0309	0.0309
1995-09-01	0.2746	0.0294	0.0294
1995-10-01	0.3762	0.0240	0.0240
1995-11-01	0.3672	0.0240	0.0240
1995-12-01	0.1670	0.0219	0.0219
1996-01-01	0.2095	0.0210	0.0210
1996-02-01	0.4539	0.0202	0.0202
1996-03-01	0.2773	0.0210	0.0210
1996-04-01	0.2426	0.0229	0.0229
1996-05-01	0.2336	0.0256	0.0256
1996-06-01	0.2132	0.0267	0.0267
1996-07-01	0.3224	0.0272	0.0272
1996-08-01	0.3511	0.0332	0.0332
1996-09-01	0.2008	0.0323	0.0323
1996-10-01	0.1221	0.0266	0.0266
1996-11-01	0.3082	0.0247	0.0247
1996-12-01	0.3153	0.0211	0.0211
1997-01-01	0.2420	0.0235	0.0235
1997-02-01	0.2881	0.0218	0.0218
1997-03-01	0.3872	0.0219	0.0219
1997-04-01	0.3669	0.0227	0.0227
1997-05-01	0.3103	0.0255	0.0255
1997-06-01	0.4862	0.0266	0.0266
1997-07-01	0.3426	0.0288	0.0288
1997-08-01	0.4036	0.0307	0.0307
1997-09-01	0.4628	0.0281	0.0281
1997-10-01	0.5664	0.0227	0.0227
1997-11-01	0.6075	0.0221	0.0221
1997-12-01	0.5173	0.0210	0.0210
1998-01-01	0.5573	0.0207	0.0207
1998-02-01	0.7910	0.0213	0.0213
1998-03-01	0.5804	0.0218	0.0218
1998-04-01	0.6425	0.0225	0.0225
1998-05-01	0.6317	0.0249	0.0249
1998-06-01	0.6627	0.0276	0.0276
1998-07-01	0.6554	0.0302	0.0302
1998-08-01	0.6472	0.0328	0.0328
1998-09-01	0.4299	0.0290	0.0290
1998-10-01	0.4102	0.0281	0.0281
1998-11-01	0.3753	0.0240	0.0240
1998-12-01	0.4799	0.0201	0.0201
1999-01-01	0.3817	0.0222	0.0222
1999-02-01	0.5945	0.0236	0.0236
1999-03-01	0.2501	0.0217	0.0217
1999-04-01	0.2625	0.0233	0.0233
1999-05-01	0.2410	0.0242	0.0242
1999-06-01	0.3194	0.0289	0.0289
1999-07-01	0.3068	0.0290	0.0290
1999-08-01	0.2986	0.0334	0.0334
1999-09-01	0.2712	0.0305	0.0305
1999-10-01	0.3026	0.0260	0.0260
1999-11-01	0.2789	0.0243	0.0243
1999-12-01	0.3091	0.0198	0.0198
2000-01-01	0.1730	0.0202	0.0202
2000-02-01	0.4892	0.0215	0.0215
2000-03-01	0.4372	0.0214	0.0214
2000-04-01	0.5274	0.0238	0.0238
2000-05-01	0.2987	0.0248	0.0248
2000-06-01	0.3449	0.0252	0.0252
2000-07-01	0.3254	0.0297	0.0297
2000-08-01	0.3741	0.0319	0.0319
2000-09-01	0.3079	0.0346	0.0346
2000-10-01	0.1901	0.0279	0.0279
2000-11-01	0.2410	0.0246	0.0246
2000-12-01	0.1971	0.0209	0.0209
2001-01-01	0.3569	0.0225	0.0225
2001-02-01	0.3846	0.0205	0.0205
2001-03-01	0.5120	0.0235	0.0235
2001-04-01	0.4439	0.0239	0.0239
2001-05-01	0.4828	0.0294	0.0294
2001-06-01	0.4426	0.0262	0.0262
2001-07-01	0.5070	0.0303	0.0303
2001-08-01	0.4994	0.0332	0.0332
2001-09-01	0.4892	0.0322	0.0322
2001-10-01	0.4612	0.0270	0.0270
2001-11-01	0.6861	0.0251	0.0251
2001-12-01	0.5356	0.0227	0.0227
2002-01-01	0.6401	0.0211	0.0211
2002-02-01	0.6341	0.0208	0.0208
2002-03-01	0.7866	0.0203	0.0203
2002-04-01	0.5572	0.0202	0.0202
2002-05-01	0.4972	0.0263	0.0263
2002-06-01	0.4434	0.0244	0.0244
2002-07-01	0.5669	0.0275	0.0275
2002-08-01	0.4958	0.0339	0.0339
2002-09-01	0.4988	0.0294	0.0294
2002-10-01	0.4967	0.0235	0.0235
2002-11-01	0.4878	0.0221	0.0221
2002-12-01	0.3414	0.0189	0.0189
2003-01-01	0.6511	0.0214	0.0214
2003-02-01	0.4807	0.0201	0.0201
2003-03-01	0.4738	0.0222	0.0222
2003-04-01	0.4647	0.0227	0.0227
2003-05-01	0.5142	0.0230	0.0230
2003-06-01	0.4196	0.0235	0.0235
2003-07-01	0.4814	0.0267	0.0267
